Lugar de residencia;Anual;Edad;Medida;Valor;
Cádiz;2010;Índice de dependencia global;Población municipal;45,540484562627384;
Cádiz;2010;Índice de dependencia jóvenes;Población municipal;25,94944901830643;
Cádiz;2010;Índice de dependencia mayores;Población municipal;19,59103554432096;
Cádiz;2011;Índice de dependencia global;Población municipal;46,24490914372474;
Cádiz;2011;Índice de dependencia jóvenes;Población municipal;26,07376934466582;
Cádiz;2011;Índice de dependencia mayores;Población municipal;20,171139799058917;
Cádiz;2012;Índice de dependencia global;Población municipal;46,805773835700585;
Cádiz;2012;Índice de dependencia jóvenes;Población municipal;26,104170031750673;
Cádiz;2012;Índice de dependencia mayores;Población municipal;20,70160380394991;
Cádiz;2013;Índice de dependencia global;Población municipal;47,65995903408184;
Cádiz;2013;Índice de dependencia jóvenes;Población municipal;26,375684653041564;
Cádiz;2013;Índice de dependencia mayores;Población municipal;21,284274381040266;
Cádiz;2014;Índice de dependencia global;Población municipal;48,30460337106196;
Cádiz;2014;Índice de dependencia jóvenes;Población municipal;26,38229684239478;
Cádiz;2014;Índice de dependencia mayores;Población municipal;21,922306528667182;
Cádiz;2015;Índice de dependencia global;Población municipal;48,928500669424416;
Cádiz;2015;Índice de dependencia jóvenes;Población municipal;26,416868294498713;
Cádiz;2015;Índice de dependencia mayores;Población municipal;22,511632374925703;
Cádiz;2016;Índice de dependencia global;Población municipal;49,20912086298729;
Cádiz;2016;Índice de dependencia jóvenes;Población municipal;26,309367080077113;
Cádiz;2016;Índice de dependencia mayores;Población municipal;22,899753782910174;
Cádiz;2017;Índice de dependencia global;Población municipal;49,670333651326516;
Cádiz;2017;Índice de dependencia jóvenes;Población municipal;26,20907850406347;
Cádiz;2017;Índice de dependencia mayores;Población municipal;23,461255147263042;
Cádiz;2018;Índice de dependencia global;Población municipal;50,17955389162753;
Cádiz;2018;Índice de dependencia jóvenes;Población municipal;26,031677137612718;
Cádiz;2018;Índice de dependencia mayores;Población municipal;24,147876754014806;
