Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Andalucía;2001;Hombres;Menores de 16 años;Inmigraciones;16439;
Andalucía;2001;Hombres;De 16 a 39 años;Inmigraciones;50674;
Andalucía;2001;Hombres;De 40 a 64 años;Inmigraciones;18955;
Andalucía;2001;Hombres;De 65 y más años;Inmigraciones;5053;
Andalucía;2001;Hombres;TOTAL;Inmigraciones;91121;
Andalucía;2001;Mujeres;Menores de 16 años;Inmigraciones;15200;
Andalucía;2001;Mujeres;De 16 a 39 años;Inmigraciones;49382;
Andalucía;2001;Mujeres;De 40 a 64 años;Inmigraciones;16446;
Andalucía;2001;Mujeres;De 65 y más años;Inmigraciones;5964;
Andalucía;2001;Mujeres;TOTAL;Inmigraciones;86992;
Andalucía;2001;Ambos sexos;Menores de 16 años;Inmigraciones;31639;
Andalucía;2001;Ambos sexos;De 16 a 39 años;Inmigraciones;100056;
Andalucía;2001;Ambos sexos;De 40 a 64 años;Inmigraciones;35401;
Andalucía;2001;Ambos sexos;De 65 y más años;Inmigraciones;11017;
Andalucía;2001;Ambos sexos;TOTAL;Inmigraciones;178113;
Andalucía;2002;Hombres;Menores de 16 años;Inmigraciones;24529;
Andalucía;2002;Hombres;De 16 a 39 años;Inmigraciones;67231;
Andalucía;2002;Hombres;De 40 a 64 años;Inmigraciones;26593;
Andalucía;2002;Hombres;De 65 y más años;Inmigraciones;6660;
Andalucía;2002;Hombres;TOTAL;Inmigraciones;125013;
Andalucía;2002;Mujeres;Menores de 16 años;Inmigraciones;23157;
Andalucía;2002;Mujeres;De 16 a 39 años;Inmigraciones;66008;
Andalucía;2002;Mujeres;De 40 a 64 años;Inmigraciones;23264;
Andalucía;2002;Mujeres;De 65 y más años;Inmigraciones;8107;
Andalucía;2002;Mujeres;TOTAL;Inmigraciones;120536;
Andalucía;2002;Ambos sexos;Menores de 16 años;Inmigraciones;47686;
Andalucía;2002;Ambos sexos;De 16 a 39 años;Inmigraciones;133239;
Andalucía;2002;Ambos sexos;De 40 a 64 años;Inmigraciones;49857;
Andalucía;2002;Ambos sexos;De 65 y más años;Inmigraciones;14767;
Andalucía;2002;Ambos sexos;TOTAL;Inmigraciones;245549;
Andalucía;2003;Hombres;Menores de 16 años;Inmigraciones;26247;
Andalucía;2003;Hombres;De 16 a 39 años;Inmigraciones;75825;
Andalucía;2003;Hombres;De 40 a 64 años;Inmigraciones;29566;
Andalucía;2003;Hombres;De 65 y más años;Inmigraciones;7692;
Andalucía;2003;Hombres;TOTAL;Inmigraciones;139330;
Andalucía;2003;Mujeres;Menores de 16 años;Inmigraciones;24816;
Andalucía;2003;Mujeres;De 16 a 39 años;Inmigraciones;73258;
Andalucía;2003;Mujeres;De 40 a 64 años;Inmigraciones;25911;
Andalucía;2003;Mujeres;De 65 y más años;Inmigraciones;9284;
Andalucía;2003;Mujeres;TOTAL;Inmigraciones;133269;
Andalucía;2003;Ambos sexos;Menores de 16 años;Inmigraciones;51063;
Andalucía;2003;Ambos sexos;De 16 a 39 años;Inmigraciones;149083;
Andalucía;2003;Ambos sexos;De 40 a 64 años;Inmigraciones;55477;
Andalucía;2003;Ambos sexos;De 65 y más años;Inmigraciones;16976;
Andalucía;2003;Ambos sexos;TOTAL;Inmigraciones;272599;
Almería;2001;Hombres;Menores de 16 años;Inmigraciones;2450;
Almería;2001;Hombres;De 16 a 39 años;Inmigraciones;7492;
Almería;2001;Hombres;De 40 a 64 años;Inmigraciones;2433;
Almería;2001;Hombres;De 65 y más años;Inmigraciones;525;
Almería;2001;Hombres;TOTAL;Inmigraciones;12900;
Almería;2001;Mujeres;Menores de 16 años;Inmigraciones;2034;
Almería;2001;Mujeres;De 16 a 39 años;Inmigraciones;6358;
Almería;2001;Mujeres;De 40 a 64 años;Inmigraciones;1952;
Almería;2001;Mujeres;De 65 y más años;Inmigraciones;548;
Almería;2001;Mujeres;TOTAL;Inmigraciones;10892;
Almería;2001;Ambos sexos;Menores de 16 años;Inmigraciones;4484;
Almería;2001;Ambos sexos;De 16 a 39 años;Inmigraciones;13850;
Almería;2001;Ambos sexos;De 40 a 64 años;Inmigraciones;4385;
Almería;2001;Ambos sexos;De 65 y más años;Inmigraciones;1073;
Almería;2001;Ambos sexos;TOTAL;Inmigraciones;23792;
Almería;2002;Hombres;Menores de 16 años;Inmigraciones;3504;
Almería;2002;Hombres;De 16 a 39 años;Inmigraciones;9260;
Almería;2002;Hombres;De 40 a 64 años;Inmigraciones;3505;
Almería;2002;Hombres;De 65 y más años;Inmigraciones;774;
Almería;2002;Hombres;TOTAL;Inmigraciones;17043;
Almería;2002;Mujeres;Menores de 16 años;Inmigraciones;3161;
Almería;2002;Mujeres;De 16 a 39 años;Inmigraciones;8176;
Almería;2002;Mujeres;De 40 a 64 años;Inmigraciones;2906;
Almería;2002;Mujeres;De 65 y más años;Inmigraciones;832;
Almería;2002;Mujeres;TOTAL;Inmigraciones;15075;
Almería;2002;Ambos sexos;Menores de 16 años;Inmigraciones;6665;
Almería;2002;Ambos sexos;De 16 a 39 años;Inmigraciones;17436;
Almería;2002;Ambos sexos;De 40 a 64 años;Inmigraciones;6411;
Almería;2002;Ambos sexos;De 65 y más años;Inmigraciones;1606;
Almería;2002;Ambos sexos;TOTAL;Inmigraciones;32118;
Almería;2003;Hombres;Menores de 16 años;Inmigraciones;3672;
Almería;2003;Hombres;De 16 a 39 años;Inmigraciones;10503;
Almería;2003;Hombres;De 40 a 64 años;Inmigraciones;4005;
Almería;2003;Hombres;De 65 y más años;Inmigraciones;886;
Almería;2003;Hombres;TOTAL;Inmigraciones;19066;
Almería;2003;Mujeres;Menores de 16 años;Inmigraciones;3483;
Almería;2003;Mujeres;De 16 a 39 años;Inmigraciones;9164;
Almería;2003;Mujeres;De 40 a 64 años;Inmigraciones;3377;
Almería;2003;Mujeres;De 65 y más años;Inmigraciones;936;
Almería;2003;Mujeres;TOTAL;Inmigraciones;16960;
Almería;2003;Ambos sexos;Menores de 16 años;Inmigraciones;7155;
Almería;2003;Ambos sexos;De 16 a 39 años;Inmigraciones;19667;
Almería;2003;Ambos sexos;De 40 a 64 años;Inmigraciones;7382;
Almería;2003;Ambos sexos;De 65 y más años;Inmigraciones;1822;
