Lugar de origen;Anual;Sexo;Edad;Medida;Valor;
Jaén;1988;Hombres;Menores de 16 años;Emigraciones;1177;
Jaén;1988;Hombres;De 16 a 39 años;Emigraciones;3177;
Jaén;1988;Hombres;De 40 a 64 años;Emigraciones;602;
Jaén;1988;Hombres;De 65 y más años;Emigraciones;196;
Jaén;1988;Hombres;TOTAL;Emigraciones;5152;
Jaén;1988;Mujeres;Menores de 16 años;Emigraciones;1133;
Jaén;1988;Mujeres;De 16 a 39 años;Emigraciones;3048;
Jaén;1988;Mujeres;De 40 a 64 años;Emigraciones;647;
Jaén;1988;Mujeres;De 65 y más años;Emigraciones;237;
Jaén;1988;Mujeres;TOTAL;Emigraciones;5065;
Jaén;1988;Ambos sexos;Menores de 16 años;Emigraciones;2310;
Jaén;1988;Ambos sexos;De 16 a 39 años;Emigraciones;6225;
Jaén;1988;Ambos sexos;De 40 a 64 años;Emigraciones;1249;
Jaén;1988;Ambos sexos;De 65 y más años;Emigraciones;433;
Jaén;1988;Ambos sexos;TOTAL;Emigraciones;10217;
Jaén;1989;Hombres;Menores de 16 años;Emigraciones;1515;
Jaén;1989;Hombres;De 16 a 39 años;Emigraciones;4024;
Jaén;1989;Hombres;De 40 a 64 años;Emigraciones;768;
Jaén;1989;Hombres;De 65 y más años;Emigraciones;219;
Jaén;1989;Hombres;TOTAL;Emigraciones;6526;
Jaén;1989;Mujeres;Menores de 16 años;Emigraciones;1351;
Jaén;1989;Mujeres;De 16 a 39 años;Emigraciones;4092;
Jaén;1989;Mujeres;De 40 a 64 años;Emigraciones;819;
Jaén;1989;Mujeres;De 65 y más años;Emigraciones;289;
Jaén;1989;Mujeres;TOTAL;Emigraciones;6551;
Jaén;1989;Ambos sexos;Menores de 16 años;Emigraciones;2866;
Jaén;1989;Ambos sexos;De 16 a 39 años;Emigraciones;8116;
Jaén;1989;Ambos sexos;De 40 a 64 años;Emigraciones;1587;
Jaén;1989;Ambos sexos;De 65 y más años;Emigraciones;508;
Jaén;1989;Ambos sexos;TOTAL;Emigraciones;13077;
Jaén;1990;Hombres;Menores de 16 años;Emigraciones;1254;
Jaén;1990;Hombres;De 16 a 39 años;Emigraciones;3819;
Jaén;1990;Hombres;De 40 a 64 años;Emigraciones;709;
Jaén;1990;Hombres;De 65 y más años;Emigraciones;220;
Jaén;1990;Hombres;TOTAL;Emigraciones;6002;
Jaén;1990;Mujeres;Menores de 16 años;Emigraciones;1214;
Jaén;1990;Mujeres;De 16 a 39 años;Emigraciones;3792;
Jaén;1990;Mujeres;De 40 a 64 años;Emigraciones;744;
