Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Andalucía;2013;Hombres;Menores de 16 años;Inmigraciones;26212;
Andalucía;2013;Hombres;De 16 a 39 años;Inmigraciones;67352;
Andalucía;2013;Hombres;De 40 a 64 años;Inmigraciones;34597;
Andalucía;2013;Hombres;De 65 y más años;Inmigraciones;8045;
Andalucía;2013;Hombres;TOTAL;Inmigraciones;136206;
Andalucía;2013;Mujeres;Menores de 16 años;Inmigraciones;25120;
Andalucía;2013;Mujeres;De 16 a 39 años;Inmigraciones;67687;
Andalucía;2013;Mujeres;De 40 a 64 años;Inmigraciones;28838;
Andalucía;2013;Mujeres;De 65 y más años;Inmigraciones;8908;
Andalucía;2013;Mujeres;TOTAL;Inmigraciones;130553;
Andalucía;2013;Ambos sexos;Menores de 16 años;Inmigraciones;51332;
Andalucía;2013;Ambos sexos;De 16 a 39 años;Inmigraciones;135039;
Andalucía;2013;Ambos sexos;De 40 a 64 años;Inmigraciones;63435;
Andalucía;2013;Ambos sexos;De 65 y más años;Inmigraciones;16953;
Andalucía;2013;Ambos sexos;TOTAL;Inmigraciones;266759;
Andalucía;2014;Hombres;Menores de 16 años;Inmigraciones;27112;
Andalucía;2014;Hombres;De 16 a 39 años;Inmigraciones;68902;
Andalucía;2014;Hombres;De 40 a 64 años;Inmigraciones;38346;
Andalucía;2014;Hombres;De 65 y más años;Inmigraciones;9479;
Andalucía;2014;Hombres;TOTAL;Inmigraciones;143839;
Andalucía;2014;Mujeres;Menores de 16 años;Inmigraciones;25945;
Andalucía;2014;Mujeres;De 16 a 39 años;Inmigraciones;70713;
Andalucía;2014;Mujeres;De 40 a 64 años;Inmigraciones;32274;
Andalucía;2014;Mujeres;De 65 y más años;Inmigraciones;10525;
Andalucía;2014;Mujeres;TOTAL;Inmigraciones;139457;
Andalucía;2014;Ambos sexos;Menores de 16 años;Inmigraciones;53057;
Andalucía;2014;Ambos sexos;De 16 a 39 años;Inmigraciones;139615;
Andalucía;2014;Ambos sexos;De 40 a 64 años;Inmigraciones;70620;
Andalucía;2014;Ambos sexos;De 65 y más años;Inmigraciones;20004;
Andalucía;2014;Ambos sexos;TOTAL;Inmigraciones;283296;
Andalucía;2015;Hombres;Menores de 16 años;Inmigraciones;27739;
Andalucía;2015;Hombres;De 16 a 39 años;Inmigraciones;70994;
Andalucía;2015;Hombres;De 40 a 64 años;Inmigraciones;40766;
Andalucía;2015;Hombres;De 65 y más años;Inmigraciones;9987;
Andalucía;2015;Hombres;TOTAL;Inmigraciones;149486;
Andalucía;2015;Mujeres;Menores de 16 años;Inmigraciones;26105;
Andalucía;2015;Mujeres;De 16 a 39 años;Inmigraciones;70714;
Andalucía;2015;Mujeres;De 40 a 64 años;Inmigraciones;33713;
Andalucía;2015;Mujeres;De 65 y más años;Inmigraciones;11412;
Andalucía;2015;Mujeres;TOTAL;Inmigraciones;141944;
Andalucía;2015;Ambos sexos;Menores de 16 años;Inmigraciones;53844;
Andalucía;2015;Ambos sexos;De 16 a 39 años;Inmigraciones;141708;
Andalucía;2015;Ambos sexos;De 40 a 64 años;Inmigraciones;74479;
Andalucía;2015;Ambos sexos;De 65 y más años;Inmigraciones;21399;
Andalucía;2015;Ambos sexos;TOTAL;Inmigraciones;291430;
Almería;2013;Hombres;Menores de 16 años;Inmigraciones;3251;
Almería;2013;Hombres;De 16 a 39 años;Inmigraciones;9492;
Almería;2013;Hombres;De 40 a 64 años;Inmigraciones;4048;
