Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Andalucía;1998;Hombres;Menores de 16 años;Inmigraciones;15326;
Andalucía;1998;Hombres;De 16 a 39 años;Inmigraciones;37652;
Andalucía;1998;Hombres;De 40 a 64 años;Inmigraciones;15040;
Andalucía;1998;Hombres;De 65 y más años;Inmigraciones;4127;
Andalucía;1998;Hombres;TOTAL;Inmigraciones;72145;
Andalucía;1998;Mujeres;Menores de 16 años;Inmigraciones;14848;
Andalucía;1998;Mujeres;De 16 a 39 años;Inmigraciones;38960;
Andalucía;1998;Mujeres;De 40 a 64 años;Inmigraciones;13233;
Andalucía;1998;Mujeres;De 65 y más años;Inmigraciones;5168;
Andalucía;1998;Mujeres;TOTAL;Inmigraciones;72209;
Andalucía;1998;Ambos sexos;Menores de 16 años;Inmigraciones;30174;
Andalucía;1998;Ambos sexos;De 16 a 39 años;Inmigraciones;76612;
Andalucía;1998;Ambos sexos;De 40 a 64 años;Inmigraciones;28273;
Andalucía;1998;Ambos sexos;De 65 y más años;Inmigraciones;9295;
Andalucía;1998;Ambos sexos;TOTAL;Inmigraciones;144354;
Andalucía;1999;Hombres;Menores de 16 años;Inmigraciones;17110;
Andalucía;1999;Hombres;De 16 a 39 años;Inmigraciones;43365;
Andalucía;1999;Hombres;De 40 a 64 años;Inmigraciones;17404;
Andalucía;1999;Hombres;De 65 y más años;Inmigraciones;4942;
Andalucía;1999;Hombres;TOTAL;Inmigraciones;82821;
Andalucía;1999;Mujeres;Menores de 16 años;Inmigraciones;16411;
Andalucía;1999;Mujeres;De 16 a 39 años;Inmigraciones;43945;
Andalucía;1999;Mujeres;De 40 a 64 años;Inmigraciones;15373;
Andalucía;1999;Mujeres;De 65 y más años;Inmigraciones;5936;
Andalucía;1999;Mujeres;TOTAL;Inmigraciones;81665;
Andalucía;1999;Ambos sexos;Menores de 16 años;Inmigraciones;33521;
Andalucía;1999;Ambos sexos;De 16 a 39 años;Inmigraciones;87310;
Andalucía;1999;Ambos sexos;De 40 a 64 años;Inmigraciones;32777;
Andalucía;1999;Ambos sexos;De 65 y más años;Inmigraciones;10878;
Andalucía;1999;Ambos sexos;TOTAL;Inmigraciones;164486;
Andalucía;2000;Hombres;Menores de 16 años;Inmigraciones;18464;
Andalucía;2000;Hombres;De 16 a 39 años;Inmigraciones;53796;
Andalucía;2000;Hombres;De 40 a 64 años;Inmigraciones;19342;
Andalucía;2000;Hombres;De 65 y más años;Inmigraciones;5037;
Andalucía;2000;Hombres;TOTAL;Inmigraciones;96639;
Andalucía;2000;Mujeres;Menores de 16 años;Inmigraciones;17397;
Andalucía;2000;Mujeres;De 16 a 39 años;Inmigraciones;49839;
Andalucía;2000;Mujeres;De 40 a 64 años;Inmigraciones;16523;
Andalucía;2000;Mujeres;De 65 y más años;Inmigraciones;6241;
Andalucía;2000;Mujeres;TOTAL;Inmigraciones;90000;
Andalucía;2000;Ambos sexos;Menores de 16 años;Inmigraciones;35861;
Andalucía;2000;Ambos sexos;De 16 a 39 años;Inmigraciones;103635;
Andalucía;2000;Ambos sexos;De 40 a 64 años;Inmigraciones;35865;
Andalucía;2000;Ambos sexos;De 65 y más años;Inmigraciones;11278;
Andalucía;2000;Ambos sexos;TOTAL;Inmigraciones;186639;
Almería;1998;Hombres;Menores de 16 años;Inmigraciones;1646;
Almería;1998;Hombres;De 16 a 39 años;Inmigraciones;3839;
Almería;1998;Hombres;De 40 a 64 años;Inmigraciones;1352;
Almería;1998;Hombres;De 65 y más años;Inmigraciones;357;
Almería;1998;Hombres;TOTAL;Inmigraciones;7194;
Almería;1998;Mujeres;Menores de 16 años;Inmigraciones;1472;
Almería;1998;Mujeres;De 16 a 39 años;Inmigraciones;3701;
