Lugar de origen;Anual;Sexo;Edad;Medida;Valor;
Málaga;1988;Hombres;Menores de 16 años;Emigraciones;1812;
Málaga;1988;Hombres;De 16 a 39 años;Emigraciones;3282;
Málaga;1988;Hombres;De 40 a 64 años;Emigraciones;1027;
Málaga;1988;Hombres;De 65 y más años;Emigraciones;229;
Málaga;1988;Hombres;TOTAL;Emigraciones;6350;
Málaga;1988;Mujeres;Menores de 16 años;Emigraciones;1523;
Málaga;1988;Mujeres;De 16 a 39 años;Emigraciones;3438;
Málaga;1988;Mujeres;De 40 a 64 años;Emigraciones;942;
Málaga;1988;Mujeres;De 65 y más años;Emigraciones;309;
Málaga;1988;Mujeres;TOTAL;Emigraciones;6212;
Málaga;1988;Ambos sexos;Menores de 16 años;Emigraciones;3335;
Málaga;1988;Ambos sexos;De 16 a 39 años;Emigraciones;6720;
Málaga;1988;Ambos sexos;De 40 a 64 años;Emigraciones;1969;
Málaga;1988;Ambos sexos;De 65 y más años;Emigraciones;538;
Málaga;1988;Ambos sexos;TOTAL;Emigraciones;12562;
Málaga;1989;Hombres;Menores de 16 años;Emigraciones;1881;
Málaga;1989;Hombres;De 16 a 39 años;Emigraciones;3923;
Málaga;1989;Hombres;De 40 a 64 años;Emigraciones;1263;
Málaga;1989;Hombres;De 65 y más años;Emigraciones;279;
Málaga;1989;Hombres;TOTAL;Emigraciones;7346;
Málaga;1989;Mujeres;Menores de 16 años;Emigraciones;1821;
Málaga;1989;Mujeres;De 16 a 39 años;Emigraciones;4004;
Málaga;1989;Mujeres;De 40 a 64 años;Emigraciones;1171;
Málaga;1989;Mujeres;De 65 y más años;Emigraciones;392;
Málaga;1989;Mujeres;TOTAL;Emigraciones;7388;
Málaga;1989;Ambos sexos;Menores de 16 años;Emigraciones;3702;
Málaga;1989;Ambos sexos;De 16 a 39 años;Emigraciones;7927;
Málaga;1989;Ambos sexos;De 40 a 64 años;Emigraciones;2434;
Málaga;1989;Ambos sexos;De 65 y más años;Emigraciones;671;
Málaga;1989;Ambos sexos;TOTAL;Emigraciones;14734;
Málaga;1990;Hombres;Menores de 16 años;Emigraciones;2046;
Málaga;1990;Hombres;De 16 a 39 años;Emigraciones;4409;
Málaga;1990;Hombres;De 40 a 64 años;Emigraciones;1467;
Málaga;1990;Hombres;De 65 y más años;Emigraciones;294;
Málaga;1990;Hombres;TOTAL;Emigraciones;8216;
Málaga;1990;Mujeres;Menores de 16 años;Emigraciones;1952;
