Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Andalucía;2007;Hombres;Menores de 16 años;Inmigraciones;32358;
Andalucía;2007;Hombres;De 16 a 39 años;Inmigraciones;109357;
Andalucía;2007;Hombres;De 40 a 64 años;Inmigraciones;40966;
Andalucía;2007;Hombres;De 65 y más años;Inmigraciones;9280;
Andalucía;2007;Hombres;TOTAL;Inmigraciones;191961;
Andalucía;2007;Mujeres;Menores de 16 años;Inmigraciones;30121;
Andalucía;2007;Mujeres;De 16 a 39 años;Inmigraciones;99715;
Andalucía;2007;Mujeres;De 40 a 64 años;Inmigraciones;35722;
Andalucía;2007;Mujeres;De 65 y más años;Inmigraciones;11974;
Andalucía;2007;Mujeres;TOTAL;Inmigraciones;177532;
Andalucía;2007;Ambos sexos;Menores de 16 años;Inmigraciones;62479;
Andalucía;2007;Ambos sexos;De 16 a 39 años;Inmigraciones;209072;
Andalucía;2007;Ambos sexos;De 40 a 64 años;Inmigraciones;76688;
Andalucía;2007;Ambos sexos;De 65 y más años;Inmigraciones;21254;
Andalucía;2007;Ambos sexos;TOTAL;Inmigraciones;369493;
Andalucía;2008;Hombres;Menores de 16 años;Inmigraciones;28918;
Andalucía;2008;Hombres;De 16 a 39 años;Inmigraciones;92751;
Andalucía;2008;Hombres;De 40 a 64 años;Inmigraciones;34748;
Andalucía;2008;Hombres;De 65 y más años;Inmigraciones;8368;
Andalucía;2008;Hombres;TOTAL;Inmigraciones;164785;
Andalucía;2008;Mujeres;Menores de 16 años;Inmigraciones;27107;
Andalucía;2008;Mujeres;De 16 a 39 años;Inmigraciones;85134;
Andalucía;2008;Mujeres;De 40 a 64 años;Inmigraciones;30447;
Andalucía;2008;Mujeres;De 65 y más años;Inmigraciones;11275;
Andalucía;2008;Mujeres;TOTAL;Inmigraciones;153963;
Andalucía;2008;Ambos sexos;Menores de 16 años;Inmigraciones;56025;
Andalucía;2008;Ambos sexos;De 16 a 39 años;Inmigraciones;177885;
Andalucía;2008;Ambos sexos;De 40 a 64 años;Inmigraciones;65195;
Andalucía;2008;Ambos sexos;De 65 y más años;Inmigraciones;19643;
Andalucía;2008;Ambos sexos;TOTAL;Inmigraciones;318748;
Andalucía;2009;Hombres;Menores de 16 años;Inmigraciones;26500;
Andalucía;2009;Hombres;De 16 a 39 años;Inmigraciones;82471;
Andalucía;2009;Hombres;De 40 a 64 años;Inmigraciones;34527;
Andalucía;2009;Hombres;De 65 y más años;Inmigraciones;8929;
Andalucía;2009;Hombres;TOTAL;Inmigraciones;152427;
Andalucía;2009;Mujeres;Menores de 16 años;Inmigraciones;24981;
Andalucía;2009;Mujeres;De 16 a 39 años;Inmigraciones;78809;
Andalucía;2009;Mujeres;De 40 a 64 años;Inmigraciones;30174;
Andalucía;2009;Mujeres;De 65 y más años;Inmigraciones;11891;
Andalucía;2009;Mujeres;TOTAL;Inmigraciones;145855;
Andalucía;2009;Ambos sexos;Menores de 16 años;Inmigraciones;51481;
Andalucía;2009;Ambos sexos;De 16 a 39 años;Inmigraciones;161280;
Andalucía;2009;Ambos sexos;De 40 a 64 años;Inmigraciones;64701;
Andalucía;2009;Ambos sexos;De 65 y más años;Inmigraciones;20820;
Andalucía;2009;Ambos sexos;TOTAL;Inmigraciones;298282;
Almería;2007;Hombres;Menores de 16 años;Inmigraciones;3971;
Almería;2007;Hombres;De 16 a 39 años;Inmigraciones;18401;
Almería;2007;Hombres;De 40 a 64 años;Inmigraciones;5699;
Almería;2007;Hombres;De 65 y más años;Inmigraciones;1163;
Almería;2007;Hombres;TOTAL;Inmigraciones;29234;
Almería;2007;Mujeres;Menores de 16 años;Inmigraciones;3685;
