Lugar de residencia;Anual;Edad;Medida;Valor;
Huelva;1996;Índice de dependencia global;Población municipal;53,504663798517086;
Huelva;1996;Índice de dependencia jóvenes;Población municipal;31,990199722699625;
Huelva;1996;Índice de dependencia mayores;Población municipal;21,514464075817457;
Huelva;1998;Índice de dependencia global;Población municipal;51,85453852407355;
Huelva;1998;Índice de dependencia jóvenes;Población municipal;29,709330087868928;
Huelva;1998;Índice de dependencia mayores;Población municipal;22,145208436204623;
Huelva;1999;Índice de dependencia global;Población municipal;51,435471582033976;
Huelva;1999;Índice de dependencia jóvenes;Población municipal;28,750734422119002;
Huelva;1999;Índice de dependencia mayores;Población municipal;22,68473715991497;
Huelva;2000;Índice de dependencia global;Población municipal;50,23082431100103;
Huelva;2000;Índice de dependencia jóvenes;Población municipal;27,442407660983037;
Huelva;2000;Índice de dependencia mayores;Población municipal;22,788416650017993;
Huelva;2001;Índice de dependencia global;Población municipal;49,53609330336866;
Huelva;2001;Índice de dependencia jóvenes;Población municipal;26,4624056036046;
Huelva;2001;Índice de dependencia mayores;Población municipal;23,07368769976407;
Huelva;2002;Índice de dependencia global;Población municipal;48,78221272156496;
Huelva;2002;Índice de dependencia jóvenes;Población municipal;25,847938993833463;
Huelva;2002;Índice de dependencia mayores;Población municipal;22,9342737277315;
Huelva;2003;Índice de dependencia global;Población municipal;48,755037783375315;
Huelva;2003;Índice de dependencia jóvenes;Población municipal;26,102644836272038;
Huelva;2003;Índice de dependencia mayores;Población municipal;22,652392947103277;
Huelva;2004;Índice de dependencia global;Población municipal;47,90968550649093;
Huelva;2004;Índice de dependencia jóvenes;Población municipal;25,632648248814753;
Huelva;2004;Índice de dependencia mayores;Población municipal;22,277037257676174;
Huelva;2005;Índice de dependencia global;Población municipal;47,19016687710118;
Huelva;2005;Índice de dependencia jóvenes;Población municipal;25,222629569344505;
Huelva;2005;Índice de dependencia mayores;Población municipal;21,967537307756665;
Huelva;2006;Índice de dependencia global;Población municipal;46,810243254932956;
Huelva;2006;Índice de dependencia jóvenes;Población municipal;24,92863428239049;
Huelva;2006;Índice de dependencia mayores;Población municipal;21,88160897254247;
Huelva;2007;Índice de dependencia global;Población municipal;46,1683280564383;
Huelva;2007;Índice de dependencia jóvenes;Población municipal;24,64476412572912;
Huelva;2007;Índice de dependencia mayores;Población municipal;21,52356393070918;
Huelva;2008;Índice de dependencia global;Población municipal;45,43062399606011;
Huelva;2008;Índice de dependencia jóvenes;Población municipal;24,369719025680816;
Huelva;2008;Índice de dependencia mayores;Población municipal;21,060904970379298;
Huelva;2009;Índice de dependencia global;Población municipal;46,033177269701845;
Huelva;2009;Índice de dependencia jóvenes;Población municipal;24,687256446869153;
Huelva;2009;Índice de dependencia mayores;Población municipal;21,3459208228327;
Alájar;1996;Índice de dependencia global;Población municipal;79,19458531395172;
Alájar;1996;Índice de dependencia jóvenes;Población municipal;39,953209232844785;
Alájar;1996;Índice de dependencia mayores;Población municipal;39,24137608110694;
Alájar;1998;Índice de dependencia global;Población municipal;78,3410138248848;
Alájar;1998;Índice de dependencia jóvenes;Población municipal;36,175115207373274;
Alájar;1998;Índice de dependencia mayores;Población municipal;42,16589861751152;
Alájar;1999;Índice de dependencia global;Población municipal;78,32021327209434;
Alájar;1999;Índice de dependencia jóvenes;Población municipal;36,27647597698033;
Alájar;1999;Índice de dependencia mayores;Población municipal;42,043737295114006;
Alájar;2000;Índice de dependencia global;Población municipal;69,80306345733041;
Alájar;2000;Índice de dependencia jóvenes;Población municipal;32,822757111597376;
Alájar;2000;Índice de dependencia mayores;Población municipal;36,98030634573304;
Alájar;2001;Índice de dependencia global;Población municipal;67,16101694915254;
Alájar;2001;Índice de dependencia jóvenes;Población municipal;31,991525423728813;
Alájar;2001;Índice de dependencia mayores;Población municipal;35,16949152542373;
Alájar;2002;Índice de dependencia global;Población municipal;64,42105263157895;
Alájar;2002;Índice de dependencia jóvenes;Población municipal;30,315789473684212;
Alájar;2002;Índice de dependencia mayores;Población municipal;34,10526315789474;
Alájar;2003;Índice de dependencia global;Población municipal;64,66809421841542;
Alájar;2003;Índice de dependencia jóvenes;Población municipal;30,620985010706637;
Alájar;2003;Índice de dependencia mayores;Población municipal;34,04710920770878;
Alájar;2004;Índice de dependencia global;Población municipal;60,599571734475376;
Alájar;2004;Índice de dependencia jóvenes;Población municipal;28,26552462526767;
Alájar;2004;Índice de dependencia mayores;Población municipal;32,33404710920771;
Alájar;2005;Índice de dependencia global;Población municipal;59,62732919254658;
Alájar;2005;Índice de dependencia jóvenes;Población municipal;28,36438923395445;
Alájar;2005;Índice de dependencia mayores;Población municipal;31,262939958592135;
Alájar;2006;Índice de dependencia global;Población municipal;55,49242424242424;
Alájar;2006;Índice de dependencia jóvenes;Población municipal;27,65151515151515;
Alájar;2006;Índice de dependencia mayores;Población municipal;27,84090909090909;
Alájar;2007;Índice de dependencia global;Población municipal;53,59848484848485;
Alájar;2007;Índice de dependencia jóvenes;Población municipal;27,083333333333332;
Alájar;2007;Índice de dependencia mayores;Población municipal;26,515151515151516;
Alájar;2008;Índice de dependencia global;Población municipal;50,75187969924813;
Alájar;2008;Índice de dependencia jóvenes;Población municipal;25,93984962406015;
Alájar;2008;Índice de dependencia mayores;Población municipal;24,81203007518797;
Alájar;2009;Índice de dependencia global;Población municipal;47,985347985347985;
Alájar;2009;Índice de dependencia jóvenes;Población municipal;23,992673992673993;
Alájar;2009;Índice de dependencia mayores;Población municipal;23,992673992673993;
Aljaraque;1996;Índice de dependencia global;Población municipal;47,94661071782493;
Aljaraque;1996;Índice de dependencia jóvenes;Población municipal;37,61461069739938;
Aljaraque;1996;Índice de dependencia mayores;Población municipal;10,332000020425552;
Aljaraque;1998;Índice de dependencia global;Población municipal;44,31936009480077;
Aljaraque;1998;Índice de dependencia jóvenes;Población municipal;33,62464820026663;
Aljaraque;1998;Índice de dependencia mayores;Población municipal;10,694711894534144;
Aljaraque;1999;Índice de dependencia global;Población municipal;44,706166958093725;
Aljaraque;1999;Índice de dependencia jóvenes;Población municipal;33,81200031280602;
Aljaraque;1999;Índice de dependencia mayores;Población municipal;10,894166645287704;
Aljaraque;2000;Índice de dependencia global;Población municipal;43,43137154782693;
Aljaraque;2000;Índice de dependencia jóvenes;Población municipal;32,58640845731308;
Aljaraque;2000;Índice de dependencia mayores;Población municipal;10,844963090513854;
Aljaraque;2001;Índice de dependencia global;Población municipal;42,00576675755103;
Aljaraque;2001;Índice de dependencia jóvenes;Población municipal;31,452297940018642;
