Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Andalucía;1995;Hombres;Menores de 16 años;Inmigraciones;13067;
Andalucía;1995;Hombres;De 16 a 39 años;Inmigraciones;33479;
Andalucía;1995;Hombres;De 40 a 64 años;Inmigraciones;11041;
Andalucía;1995;Hombres;De 65 y más años;Inmigraciones;2905;
Andalucía;1995;Hombres;TOTAL;Inmigraciones;60492;
Andalucía;1995;Mujeres;Menores de 16 años;Inmigraciones;12345;
Andalucía;1995;Mujeres;De 16 a 39 años;Inmigraciones;35606;
Andalucía;1995;Mujeres;De 40 a 64 años;Inmigraciones;9938;
Andalucía;1995;Mujeres;De 65 y más años;Inmigraciones;3760;
Andalucía;1995;Mujeres;TOTAL;Inmigraciones;61649;
Andalucía;1995;Ambos sexos;Menores de 16 años;Inmigraciones;25412;
Andalucía;1995;Ambos sexos;De 16 a 39 años;Inmigraciones;69085;
Andalucía;1995;Ambos sexos;De 40 a 64 años;Inmigraciones;20979;
Andalucía;1995;Ambos sexos;De 65 y más años;Inmigraciones;6665;
Andalucía;1995;Ambos sexos;TOTAL;Inmigraciones;122141;
Andalucía;1996;Hombres;Menores de 16 años;Inmigraciones;9366;
Andalucía;1996;Hombres;De 16 a 39 años;Inmigraciones;23112;
Andalucía;1996;Hombres;De 40 a 64 años;Inmigraciones;8050;
Andalucía;1996;Hombres;De 65 y más años;Inmigraciones;2100;
Andalucía;1996;Hombres;TOTAL;Inmigraciones;42628;
Andalucía;1996;Mujeres;Menores de 16 años;Inmigraciones;9129;
Andalucía;1996;Mujeres;De 16 a 39 años;Inmigraciones;24033;
Andalucía;1996;Mujeres;De 40 a 64 años;Inmigraciones;7043;
Andalucía;1996;Mujeres;De 65 y más años;Inmigraciones;2745;
Andalucía;1996;Mujeres;TOTAL;Inmigraciones;42950;
Andalucía;1996;Ambos sexos;Menores de 16 años;Inmigraciones;18495;
Andalucía;1996;Ambos sexos;De 16 a 39 años;Inmigraciones;47145;
Andalucía;1996;Ambos sexos;De 40 a 64 años;Inmigraciones;15093;
Andalucía;1996;Ambos sexos;De 65 y más años;Inmigraciones;4845;
Andalucía;1996;Ambos sexos;TOTAL;Inmigraciones;85578;
Andalucía;1997;Hombres;Menores de 16 años;Inmigraciones;13643;
Andalucía;1997;Hombres;De 16 a 39 años;Inmigraciones;31218;
Andalucía;1997;Hombres;De 40 a 64 años;Inmigraciones;11917;
Andalucía;1997;Hombres;De 65 y más años;Inmigraciones;3212;
Andalucía;1997;Hombres;TOTAL;Inmigraciones;59990;
Andalucía;1997;Mujeres;Menores de 16 años;Inmigraciones;13102;
Andalucía;1997;Mujeres;De 16 a 39 años;Inmigraciones;32779;
Andalucía;1997;Mujeres;De 40 a 64 años;Inmigraciones;10472;
Andalucía;1997;Mujeres;De 65 y más años;Inmigraciones;3961;
Andalucía;1997;Mujeres;TOTAL;Inmigraciones;60314;
Andalucía;1997;Ambos sexos;Menores de 16 años;Inmigraciones;26745;
Andalucía;1997;Ambos sexos;De 16 a 39 años;Inmigraciones;63997;
Andalucía;1997;Ambos sexos;De 40 a 64 años;Inmigraciones;22389;
Andalucía;1997;Ambos sexos;De 65 y más años;Inmigraciones;7173;
Andalucía;1997;Ambos sexos;TOTAL;Inmigraciones;120304;
Almería;1995;Hombres;Menores de 16 años;Inmigraciones;1471;
Almería;1995;Hombres;De 16 a 39 años;Inmigraciones;3473;
Almería;1995;Hombres;De 40 a 64 años;Inmigraciones;1042;
Almería;1995;Hombres;De 65 y más años;Inmigraciones;288;
Almería;1995;Hombres;TOTAL;Inmigraciones;6274;
Almería;1995;Mujeres;Menores de 16 años;Inmigraciones;1357;
Almería;1995;Mujeres;De 16 a 39 años;Inmigraciones;3707;
Almería;1995;Mujeres;De 40 a 64 años;Inmigraciones;890;
Almería;1995;Mujeres;De 65 y más años;Inmigraciones;363;
Almería;1995;Mujeres;TOTAL;Inmigraciones;6317;
Almería;1995;Ambos sexos;Menores de 16 años;Inmigraciones;2828;
Almería;1995;Ambos sexos;De 16 a 39 años;Inmigraciones;7180;
Almería;1995;Ambos sexos;De 40 a 64 años;Inmigraciones;1932;
Almería;1995;Ambos sexos;De 65 y más años;Inmigraciones;651;
Almería;1995;Ambos sexos;TOTAL;Inmigraciones;12591;
Almería;1996;Hombres;Menores de 16 años;Inmigraciones;940;
Almería;1996;Hombres;De 16 a 39 años;Inmigraciones;2262;
Almería;1996;Hombres;De 40 a 64 años;Inmigraciones;652;
Almería;1996;Hombres;De 65 y más años;Inmigraciones;166;
Almería;1996;Hombres;TOTAL;Inmigraciones;4020;
Almería;1996;Mujeres;Menores de 16 años;Inmigraciones;951;
Almería;1996;Mujeres;De 16 a 39 años;Inmigraciones;2143;
Almería;1996;Mujeres;De 40 a 64 años;Inmigraciones;523;
Almería;1996;Mujeres;De 65 y más años;Inmigraciones;193;
Almería;1996;Mujeres;TOTAL;Inmigraciones;3810;
Almería;1996;Ambos sexos;Menores de 16 años;Inmigraciones;1891;
Almería;1996;Ambos sexos;De 16 a 39 años;Inmigraciones;4405;
Almería;1996;Ambos sexos;De 40 a 64 años;Inmigraciones;1175;
Almería;1996;Ambos sexos;De 65 y más años;Inmigraciones;359;
