Lugar de origen;Anual;Sexo;Edad;Medida;Valor;
Jaén;2021;Ambos sexos;De 0 a 4 años;Emigraciones;924;
Jaén;2021;Ambos sexos;De 5 a 9 años;Emigraciones;762;
Jaén;2021;Ambos sexos;De 10 a 14 años;Emigraciones;717;
Jaén;2021;Ambos sexos;De 15 a 19 años;Emigraciones;707;
Jaén;2021;Ambos sexos;De 20 a 24 años;Emigraciones;1379;
Jaén;2021;Ambos sexos;De 25 a 29 años;Emigraciones;2390;
Jaén;2021;Ambos sexos;De 30 a 34 años;Emigraciones;2230;
Jaén;2021;Ambos sexos;De 35 a 39 años;Emigraciones;1803;
Jaén;2021;Ambos sexos;De 40 a 44 años;Emigraciones;1421;
Jaén;2021;Ambos sexos;De 45 a 49 años;Emigraciones;1080;
Jaén;2021;Ambos sexos;De 50 a 54 años;Emigraciones;784;
Jaén;2021;Ambos sexos;De 55 a 59 años;Emigraciones;625;
Jaén;2021;Ambos sexos;De 60 a 64 años;Emigraciones;518;
Jaén;2021;Ambos sexos;De 65 y más años;Emigraciones;1510;
Jaén;2021;Ambos sexos;TOTAL;Emigraciones;16850;
Jaén;2021;Hombres;De 0 a 4 años;Emigraciones;503;
Jaén;2021;Hombres;De 5 a 9 años;Emigraciones;400;
Jaén;2021;Hombres;De 10 a 14 años;Emigraciones;349;
Jaén;2021;Hombres;De 15 a 19 años;Emigraciones;330;
Jaén;2021;Hombres;De 20 a 24 años;Emigraciones;627;
Jaén;2021;Hombres;De 25 a 29 años;Emigraciones;1155;
Jaén;2021;Hombres;De 30 a 34 años;Emigraciones;1160;
Jaén;2021;Hombres;De 35 a 39 años;Emigraciones;962;
Jaén;2021;Hombres;De 40 a 44 años;Emigraciones;812;
Jaén;2021;Hombres;De 45 a 49 años;Emigraciones;613;
Jaén;2021;Hombres;De 50 a 54 años;Emigraciones;432;
Jaén;2021;Hombres;De 55 a 59 años;Emigraciones;350;
Jaén;2021;Hombres;De 60 a 64 años;Emigraciones;257;
Jaén;2021;Hombres;De 65 y más años;Emigraciones;612;
Jaén;2021;Hombres;TOTAL;Emigraciones;8562;
Jaén;2021;Mujeres;De 0 a 4 años;Emigraciones;421;
Jaén;2021;Mujeres;De 5 a 9 años;Emigraciones;362;
Jaén;2021;Mujeres;De 10 a 14 años;Emigraciones;368;
Jaén;2021;Mujeres;De 15 a 19 años;Emigraciones;377;
Jaén;2021;Mujeres;De 20 a 24 años;Emigraciones;752;
Jaén;2021;Mujeres;De 25 a 29 años;Emigraciones;1235;
Jaén;2021;Mujeres;De 30 a 34 años;Emigraciones;1070;
Jaén;2021;Mujeres;De 35 a 39 años;Emigraciones;841;
Jaén;2021;Mujeres;De 40 a 44 años;Emigraciones;609;
Jaén;2021;Mujeres;De 45 a 49 años;Emigraciones;467;
Jaén;2021;Mujeres;De 50 a 54 años;Emigraciones;352;
Jaén;2021;Mujeres;De 55 a 59 años;Emigraciones;275;
Jaén;2021;Mujeres;De 60 a 64 años;Emigraciones;261;
Jaén;2021;Mujeres;De 65 y más años;Emigraciones;898;
Jaén;2021;Mujeres;TOTAL;Emigraciones;8288;
Jaén;2022;Ambos sexos;De 0 a 4 años;Emigraciones;881;
Jaén;2022;Ambos sexos;De 5 a 9 años;Emigraciones;673;
Jaén;2022;Ambos sexos;De 10 a 14 años;Emigraciones;677;
Jaén;2022;Ambos sexos;De 15 a 19 años;Emigraciones;849;
Jaén;2022;Ambos sexos;De 20 a 24 años;Emigraciones;1959;
Jaén;2022;Ambos sexos;De 25 a 29 años;Emigraciones;3279;
Jaén;2022;Ambos sexos;De 30 a 34 años;Emigraciones;2765;
Jaén;2022;Ambos sexos;De 35 a 39 años;Emigraciones;1760;
Jaén;2022;Ambos sexos;De 40 a 44 años;Emigraciones;1405;
Jaén;2022;Ambos sexos;De 45 a 49 años;Emigraciones;1014;
Jaén;2022;Ambos sexos;De 50 a 54 años;Emigraciones;910;
Jaén;2022;Ambos sexos;De 55 a 59 años;Emigraciones;680;
Jaén;2022;Ambos sexos;De 60 a 64 años;Emigraciones;501;
Jaén;2022;Ambos sexos;De 65 y más años;Emigraciones;1536;
Jaén;2022;Ambos sexos;TOTAL;Emigraciones;18889;
Jaén;2022;Hombres;De 0 a 4 años;Emigraciones;462;
Jaén;2022;Hombres;De 5 a 9 años;Emigraciones;336;
