Lugar de residencia;Anual;Edad;Medida;Valor;
Córdoba;1996;Índice de dependencia global;Población municipal;55,82125816970698;
Córdoba;1996;Índice de dependencia jóvenes;Población municipal;31,704448510124088;
Córdoba;1996;Índice de dependencia mayores;Población municipal;24,116809659582888;
Córdoba;1998;Índice de dependencia global;Población municipal;54,890429829876865;
Córdoba;1998;Índice de dependencia jóvenes;Población municipal;29,8180072705655;
Córdoba;1998;Índice de dependencia mayores;Población municipal;25,072422559311363;
Córdoba;1999;Índice de dependencia global;Población municipal;55,474289031579325;
Córdoba;1999;Índice de dependencia jóvenes;Población municipal;29,868345379585936;
Córdoba;1999;Índice de dependencia mayores;Población municipal;25,60594365199339;
Córdoba;2000;Índice de dependencia global;Población municipal;54,81468325685781;
Córdoba;2000;Índice de dependencia jóvenes;Población municipal;28,969522091951493;
Córdoba;2000;Índice de dependencia mayores;Población municipal;25,84516116490631;
Córdoba;2001;Índice de dependencia global;Población municipal;54,629240909526985;
Córdoba;2001;Índice de dependencia jóvenes;Población municipal;28,331573120165533;
Córdoba;2001;Índice de dependencia mayores;Población municipal;26,297667789361455;
Córdoba;2002;Índice de dependencia global;Población municipal;54,55664210081154;
Córdoba;2002;Índice de dependencia jóvenes;Población municipal;27,909270019301267;
Córdoba;2002;Índice de dependencia mayores;Población municipal;26,64737208151027;
Córdoba;2003;Índice de dependencia global;Población municipal;54,115233284937126;
Córdoba;2003;Índice de dependencia jóvenes;Población municipal;27,528238292057527;
Córdoba;2003;Índice de dependencia mayores;Población municipal;26,586994992879603;
Córdoba;2004;Índice de dependencia global;Población municipal;53,68652969206333;
Córdoba;2004;Índice de dependencia jóvenes;Población municipal;27,209809199869145;
Córdoba;2004;Índice de dependencia mayores;Población municipal;26,476720492194183;
Córdoba;2005;Índice de dependencia global;Población municipal;52,718210315219714;
Córdoba;2005;Índice de dependencia jóvenes;Población municipal;26,59352426938728;
Córdoba;2005;Índice de dependencia mayores;Población municipal;26,12468604583244;
Córdoba;2006;Índice de dependencia global;Población municipal;52,62150095450515;
Córdoba;2006;Índice de dependencia jóvenes;Población municipal;26,31549396125445;
Córdoba;2006;Índice de dependencia mayores;Población municipal;26,3060069932507;
Córdoba;2007;Índice de dependencia global;Población municipal;52,121823122197576;
Córdoba;2007;Índice de dependencia jóvenes;Población municipal;25,98227573427043;
Córdoba;2007;Índice de dependencia mayores;Población municipal;26,13954738792714;
Córdoba;2008;Índice de dependencia global;Población municipal;51,69772193821356;
Córdoba;2008;Índice de dependencia jóvenes;Población municipal;25,75201105987983;
Córdoba;2008;Índice de dependencia mayores;Población municipal;25,945710878333728;
Córdoba;2009;Índice de dependencia global;Población municipal;51,750991857519814;
Córdoba;2009;Índice de dependencia jóvenes;Población municipal;25,609742286915786;
Córdoba;2009;Índice de dependencia mayores;Población municipal;26,141249570604025;
Adamuz;1996;Índice de dependencia global;Población municipal;64,7110701104101;
Adamuz;1996;Índice de dependencia jóvenes;Población municipal;36,23563307826883;
Adamuz;1996;Índice de dependencia mayores;Población municipal;28,475437032141283;
Adamuz;1998;Índice de dependencia global;Población municipal;60,61891281663269;
Adamuz;1998;Índice de dependencia jóvenes;Población municipal;31,015352018221332;
Adamuz;1998;Índice de dependencia mayores;Población municipal;29,603560798411365;
Adamuz;1999;Índice de dependencia global;Población municipal;61,17084495110567;
Adamuz;1999;Índice de dependencia jóvenes;Población municipal;30,545957495517545;
Adamuz;1999;Índice de dependencia mayores;Población municipal;30,624887455588123;
Adamuz;2000;Índice de dependencia global;Población municipal;59,407354516244204;
Adamuz;2000;Índice de dependencia jóvenes;Población municipal;29,275258836129954;
Adamuz;2000;Índice de dependencia mayores;Población municipal;30,132095680114247;
Adamuz;2001;Índice de dependencia global;Población municipal;58,51139601139601;
Adamuz;2001;Índice de dependencia jóvenes;Población municipal;27,884615384615387;
Adamuz;2001;Índice de dependencia mayores;Población municipal;30,626780626780626;
Adamuz;2002;Índice de dependencia global;Población municipal;57,14285714285714;
