Lugar de residencia;Anual;Edad;Medida;Valor;
Málaga;1996;Índice de dependencia global;Población municipal;49,85809835934361;
Málaga;1996;Índice de dependencia jóvenes;Población municipal;30,83434878302267;
Málaga;1996;Índice de dependencia mayores;Población municipal;19,023749576320938;
Málaga;1998;Índice de dependencia global;Población municipal;48,63136350494693;
Málaga;1998;Índice de dependencia jóvenes;Población municipal;28,66761599503044;
Málaga;1998;Índice de dependencia mayores;Población municipal;19,96374750991649;
Málaga;1999;Índice de dependencia global;Población municipal;48,18656611173812;
Málaga;1999;Índice de dependencia jóvenes;Población municipal;27,71681791416932;
Málaga;1999;Índice de dependencia mayores;Población municipal;20,469748197568798;
Málaga;2000;Índice de dependencia global;Población municipal;47,556058148148395;
Málaga;2000;Índice de dependencia jóvenes;Población municipal;26,806937741629287;
Málaga;2000;Índice de dependencia mayores;Población municipal;20,749120406519104;
Málaga;2001;Índice de dependencia global;Población municipal;47,04131254885782;
Málaga;2001;Índice de dependencia jóvenes;Población municipal;25,939219685534244;
Málaga;2001;Índice de dependencia mayores;Población municipal;21,10209286332357;
Málaga;2002;Índice de dependencia global;Población municipal;46,566781605015414;
Málaga;2002;Índice de dependencia jóvenes;Población municipal;25,36445815329448;
Málaga;2002;Índice de dependencia mayores;Población municipal;21,202323451720932;
Málaga;2003;Índice de dependencia global;Población municipal;46,65900067628542;
Málaga;2003;Índice de dependencia jóvenes;Población municipal;25,478999950931975;
Málaga;2003;Índice de dependencia mayores;Población municipal;21,18000072535345;
Málaga;2004;Índice de dependencia global;Población municipal;46,14956774834998;
Málaga;2004;Índice de dependencia jóvenes;Población municipal;25,292968239514146;
Málaga;2004;Índice de dependencia mayores;Población municipal;20,85659950883583;
Málaga;2005;Índice de dependencia global;Población municipal;45,58431697798719;
Málaga;2005;Índice de dependencia jóvenes;Población municipal;25,03395677572902;
Málaga;2005;Índice de dependencia mayores;Población municipal;20,550360202258176;
Málaga;2006;Índice de dependencia global;Población municipal;45,617853550888086;
Málaga;2006;Índice de dependencia jóvenes;Población municipal;24,850748454755838;
Málaga;2006;Índice de dependencia mayores;Población municipal;20,76710509613225;
Málaga;2007;Índice de dependencia global;Población municipal;45,59941434902457;
Málaga;2007;Índice de dependencia jóvenes;Población municipal;24,871744930962457;
Málaga;2007;Índice de dependencia mayores;Población municipal;20,727669418062113;
Málaga;2008;Índice de dependencia global;Población municipal;45,722867026547334;
Málaga;2008;Índice de dependencia jóvenes;Población municipal;24,84966390526146;
Málaga;2008;Índice de dependencia mayores;Población municipal;20,873203121285876;
Málaga;2009;Índice de dependencia global;Población municipal;46,42451738498629;
Málaga;2009;Índice de dependencia jóvenes;Población municipal;25,073369982325026;
Málaga;2009;Índice de dependencia mayores;Población municipal;21,35114740266126;
Alameda;1996;Índice de dependencia global;Población municipal;55,28981883691269;
Alameda;1996;Índice de dependencia jóvenes;Población municipal;36,468445212536984;
Alameda;1996;Índice de dependencia mayores;Población municipal;18,821373624375692;
Alameda;1998;Índice de dependencia global;Población municipal;53,68649318463446;
Alameda;1998;Índice de dependencia jóvenes;Población municipal;34,045848822800494;
Alameda;1998;Índice de dependencia mayores;Población municipal;19,640644361833953;
Alameda;1999;Índice de dependencia global;Población municipal;55,12585203311241;
Alameda;1999;Índice de dependencia jóvenes;Población municipal;34,20112413544758;
Alameda;1999;Índice de dependencia mayores;Población municipal;20,924727897664827;
Alameda;2000;Índice de dependencia global;Población municipal;54,09421283075589;
Alameda;2000;Índice de dependencia jóvenes;Población municipal;33,11629458499994;
Alameda;2000;Índice de dependencia mayores;Población municipal;20,97791824575596;
Alameda;2001;Índice de dependencia global;Población municipal;53,060155608425916;
Alameda;2001;Índice de dependencia jóvenes;Población municipal;31,603766780284147;
Alameda;2001;Índice de dependencia mayores;Población municipal;21,45638882814178;
Alameda;2002;Índice de dependencia global;Población municipal;52,353477072578194;
Alameda;2002;Índice de dependencia jóvenes;Población municipal;30,731855450956573;
Alameda;2002;Índice de dependencia mayores;Población municipal;21,62162162162162;
Alameda;2003;Índice de dependencia global;Población municipal;52,269311692215204;
Alameda;2003;Índice de dependencia jóvenes;Población municipal;30,207394048692514;
Alameda;2003;Índice de dependencia mayores;Población municipal;22,061917643522694;
Alameda;2004;Índice de dependencia global;Población municipal;51,83877611062076;
Alameda;2004;Índice de dependencia jóvenes;Población municipal;29,24389526331274;
Alameda;2004;Índice de dependencia mayores;Población municipal;22,594880847308033;
Alameda;2005;Índice de dependencia global;Población municipal;51,633420063602195;
Alameda;2005;Índice de dependencia jóvenes;Población municipal;28,996819890141662;
Alameda;2005;Índice de dependencia mayores;Población municipal;22,63660017346054;
Alameda;2006;Índice de dependencia global;Población municipal;51,26672359806433;
Alameda;2006;Índice de dependencia jóvenes;Población municipal;28,266438941076004;
Alameda;2006;Índice de dependencia mayores;Población municipal;23,000284656988327;
Alameda;2007;Índice de dependencia global;Población municipal;50,251959686450164;
Alameda;2007;Índice de dependencia jóvenes;Población municipal;27,435610302351627;
Alameda;2007;Índice de dependencia mayores;Población municipal;22,816349384098544;
Alameda;2008;Índice de dependencia global;Población municipal;50,17990589537781;
Alameda;2008;Índice de dependencia jóvenes;Población municipal;27,262662607251592;
Alameda;2008;Índice de dependencia mayores;Población municipal;22,91724328812621;
Alameda;2009;Índice de dependencia global;Población municipal;50;
Alameda;2009;Índice de dependencia jóvenes;Población municipal;26,956759715380407;
Alameda;2009;Índice de dependencia mayores;Población municipal;23,043240284619596;
Alcaucín;1996;Índice de dependencia global;Población municipal;56,795037301328954;
Alcaucín;1996;Índice de dependencia jóvenes;Población municipal;24,803940490135634;
Alcaucín;1996;Índice de dependencia mayores;Población municipal;31,99109681119332;
Alcaucín;1998;Índice de dependencia global;Población municipal;58,17610062893082;
Alcaucín;1998;Índice de dependencia jóvenes;Población municipal;25,366876310272534;
Alcaucín;1998;Índice de dependencia mayores;Población municipal;32,80922431865828;
Alcaucín;1999;Índice de dependencia global;Población municipal;59,17630295056134;
Alcaucín;1999;Índice de dependencia jóvenes;Población municipal;23,972083786137116;
Alcaucín;1999;Índice de dependencia mayores;Población municipal;35,20421916442423;
Alcaucín;2000;Índice de dependencia global;Población municipal;61,259338313767344;
Alcaucín;2000;Índice de dependencia jóvenes;Población municipal;23,372465314834578;
Alcaucín;2000;Índice de dependencia mayores;Población municipal;37,886872998932766;
Alcaucín;2001;Índice de dependencia global;Población municipal;61,81434599156118;
Alcaucín;2001;Índice de dependencia jóvenes;Población municipal;24,261603375527425;
Alcaucín;2001;Índice de dependencia mayores;Población municipal;37,552742616033754;
Alcaucín;2002;Índice de dependencia global;Población municipal;62,52609603340292;
Alcaucín;2002;Índice de dependencia jóvenes;Población municipal;24,947807933194156;
Alcaucín;2002;Índice de dependencia mayores;Población municipal;37,578288100208766;
Alcaucín;2003;Índice de dependencia global;Población municipal;65,35677352637022;
Alcaucín;2003;Índice de dependencia jóvenes;Población municipal;25,64632885211996;
Alcaucín;2003;Índice de dependencia mayores;Población municipal;39,710444674250255;
Alcaucín;2004;Índice de dependencia global;Población municipal;63,78968253968254;
Alcaucín;2004;Índice de dependencia jóvenes;Población municipal;25,396825396825395;
Alcaucín;2004;Índice de dependencia mayores;Población municipal;38,392857142857146;
Alcaucín;2005;Índice de dependencia global;Población municipal;59,883236030025024;
Alcaucín;2005;Índice de dependencia jóvenes;Población municipal;22,85237698081735;
Alcaucín;2005;Índice de dependencia mayores;Población municipal;37,03085904920767;
Alcaucín;2006;Índice de dependencia global;Población municipal;58,2701062215478;
Alcaucín;2006;Índice de dependencia jóvenes;Población municipal;22,078907435508345;
Alcaucín;2006;Índice de dependencia mayores;Población municipal;36,19119878603945;
Alcaucín;2007;Índice de dependencia global;Población municipal;58,860319666435025;
Alcaucín;2007;Índice de dependencia jóvenes;Población municipal;22,58512856150104;
Alcaucín;2007;Índice de dependencia mayores;Población municipal;36,27519110493398;
Alcaucín;2008;Índice de dependencia global;Población municipal;61,47809025506867;
Alcaucín;2008;Índice de dependencia jóvenes;Población municipal;22,563767168083714;
Alcaucín;2008;Índice de dependencia mayores;Población municipal;38,91432308698496;
Alcaucín;2009;Índice de dependencia global;Población municipal;62,72899557801642;
Alcaucín;2009;Índice de dependencia jóvenes;Población municipal;21,73089071383449;
Alcaucín;2009;Índice de dependencia mayores;Población municipal;40,99810486418193;
Alfarnate;1996;Índice de dependencia global;Población municipal;57,45949644553426;
Alfarnate;1996;Índice de dependencia jóvenes;Población municipal;26,222929998943258;
Alfarnate;1996;Índice de dependencia mayores;Población municipal;31,236566446590995;
Alfarnate;1998;Índice de dependencia global;Población municipal;55,35331905781584;
Alfarnate;1998;Índice de dependencia jóvenes;Población municipal;24,30406852248394;
Alfarnate;1998;Índice de dependencia mayores;Población municipal;31,049250535331907;
Alfarnate;1999;Índice de dependencia global;Población municipal;56,870267993696764;
Alfarnate;1999;Índice de dependencia jóvenes;Población municipal;23,32575555567121;
Alfarnate;1999;Índice de dependencia mayores;Población municipal;33,544512438025556;
Alfarnate;2000;Índice de dependencia global;Población municipal;55,67150454569134;
Alfarnate;2000;Índice de dependencia jóvenes;Población municipal;21,788521813500562;
Alfarnate;2000;Índice de dependencia mayores;Población municipal;33,882982732190776;
Alfarnate;2001;Índice de dependencia global;Población municipal;54,98915401301518;
Alfarnate;2001;Índice de dependencia jóvenes;Población municipal;20,17353579175705;
Alfarnate;2001;Índice de dependencia mayores;Población municipal;34,815618221258134;
Alfarnate;2002;Índice de dependencia global;Población municipal;57,14285714285714;
Alfarnate;2002;Índice de dependencia jóvenes;Población municipal;20,659340659340657;
Alfarnate;2002;Índice de dependencia mayores;Población municipal;36,48351648351648;
Alfarnate;2003;Índice de dependencia global;Población municipal;59,38566552901023;
Alfarnate;2003;Índice de dependencia jóvenes;Población municipal;21,046643913538112;
Alfarnate;2003;Índice de dependencia mayores;Población municipal;38,33902161547213;
Alfarnate;2004;Índice de dependencia global;Población municipal;61,117445838084386;
Alfarnate;2004;Índice de dependencia jóvenes;Población municipal;21,55074116305587;
Alfarnate;2004;Índice de dependencia mayores;Población municipal;39,56670467502851;
Alfarnate;2005;Índice de dependencia global;Población municipal;60,321100917431195;
Alfarnate;2005;Índice de dependencia jóvenes;Población municipal;20,527522935779814;
Alfarnate;2005;Índice de dependencia mayores;Población municipal;39,793577981651374;
Alfarnate;2006;Índice de dependencia global;Población municipal;58,0387685290764;
Alfarnate;2006;Índice de dependencia jóvenes;Población municipal;19,04218928164196;
Alfarnate;2006;Índice de dependencia mayores;Población municipal;38,99657924743444;
Alfarnate;2007;Índice de dependencia global;Población municipal;56,53669724770643;
Alfarnate;2007;Índice de dependencia jóvenes;Población municipal;18,46330275229358;
Alfarnate;2007;Índice de dependencia mayores;Población municipal;38,07339449541284;
Alfarnate;2008;Índice de dependencia global;Población municipal;56,013745704467354;
