Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Andalucía;2010;Hombres;Menores de 16 años;Inmigraciones;26554;
Andalucía;2010;Hombres;De 16 a 39 años;Inmigraciones;84319;
Andalucía;2010;Hombres;De 40 a 64 años;Inmigraciones;34993;
Andalucía;2010;Hombres;De 65 y más años;Inmigraciones;8300;
Andalucía;2010;Hombres;TOTAL;Inmigraciones;154166;
Andalucía;2010;Mujeres;Menores de 16 años;Inmigraciones;25083;
Andalucía;2010;Mujeres;De 16 a 39 años;Inmigraciones;79727;
Andalucía;2010;Mujeres;De 40 a 64 años;Inmigraciones;30494;
Andalucía;2010;Mujeres;De 65 y más años;Inmigraciones;10365;
Andalucía;2010;Mujeres;TOTAL;Inmigraciones;145669;
Andalucía;2010;Ambos sexos;Menores de 16 años;Inmigraciones;51637;
Andalucía;2010;Ambos sexos;De 16 a 39 años;Inmigraciones;164046;
Andalucía;2010;Ambos sexos;De 40 a 64 años;Inmigraciones;65487;
Andalucía;2010;Ambos sexos;De 65 y más años;Inmigraciones;18665;
Andalucía;2010;Ambos sexos;TOTAL;Inmigraciones;299835;
Andalucía;2011;Hombres;Menores de 16 años;Inmigraciones;26560;
Andalucía;2011;Hombres;De 16 a 39 años;Inmigraciones;80043;
Andalucía;2011;Hombres;De 40 a 64 años;Inmigraciones;35203;
Andalucía;2011;Hombres;De 65 y más años;Inmigraciones;8544;
Andalucía;2011;Hombres;TOTAL;Inmigraciones;150350;
Andalucía;2011;Mujeres;Menores de 16 años;Inmigraciones;25223;
Andalucía;2011;Mujeres;De 16 a 39 años;Inmigraciones;77419;
Andalucía;2011;Mujeres;De 40 a 64 años;Inmigraciones;30127;
Andalucía;2011;Mujeres;De 65 y más años;Inmigraciones;10613;
Andalucía;2011;Mujeres;TOTAL;Inmigraciones;143382;
Andalucía;2011;Ambos sexos;Menores de 16 años;Inmigraciones;51783;
Andalucía;2011;Ambos sexos;De 16 a 39 años;Inmigraciones;157462;
Andalucía;2011;Ambos sexos;De 40 a 64 años;Inmigraciones;65330;
Andalucía;2011;Ambos sexos;De 65 y más años;Inmigraciones;19157;
Andalucía;2011;Ambos sexos;TOTAL;Inmigraciones;293732;
Andalucía;2012;Hombres;Menores de 16 años;Inmigraciones;26129;
Andalucía;2012;Hombres;De 16 a 39 años;Inmigraciones;70897;
Andalucía;2012;Hombres;De 40 a 64 años;Inmigraciones;33826;
Andalucía;2012;Hombres;De 65 y más años;Inmigraciones;8304;
Andalucía;2012;Hombres;TOTAL;Inmigraciones;139156;
Andalucía;2012;Mujeres;Menores de 16 años;Inmigraciones;24416;
Andalucía;2012;Mujeres;De 16 a 39 años;Inmigraciones;70653;
Andalucía;2012;Mujeres;De 40 a 64 años;Inmigraciones;28856;
Andalucía;2012;Mujeres;De 65 y más años;Inmigraciones;9570;
