Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Andalucía;2016;Hombres;Menores de 16 años;Inmigraciones;27479;
Andalucía;2016;Hombres;De 16 a 39 años;Inmigraciones;65214;
Andalucía;2016;Hombres;De 40 a 64 años;Inmigraciones;40030;
Andalucía;2016;Hombres;De 65 y más años;Inmigraciones;9929;
Andalucía;2016;Hombres;TOTAL;Inmigraciones;142652;
Andalucía;2016;Mujeres;Menores de 16 años;Inmigraciones;25647;
Andalucía;2016;Mujeres;De 16 a 39 años;Inmigraciones;67022;
Andalucía;2016;Mujeres;De 40 a 64 años;Inmigraciones;33971;
Andalucía;2016;Mujeres;De 65 y más años;Inmigraciones;11401;
Andalucía;2016;Mujeres;TOTAL;Inmigraciones;138041;
Andalucía;2016;Ambos sexos;Menores de 16 años;Inmigraciones;53126;
Andalucía;2016;Ambos sexos;De 16 a 39 años;Inmigraciones;132236;
Andalucía;2016;Ambos sexos;De 40 a 64 años;Inmigraciones;74001;
Andalucía;2016;Ambos sexos;De 65 y más años;Inmigraciones;21330;
Andalucía;2016;Ambos sexos;TOTAL;Inmigraciones;280693;
Andalucía;2017;Hombres;Menores de 16 años;Inmigraciones;28101;
Andalucía;2017;Hombres;De 16 a 39 años;Inmigraciones;67078;
Andalucía;2017;Hombres;De 40 a 64 años;Inmigraciones;41113;
Andalucía;2017;Hombres;De 65 y más años;Inmigraciones;10523;
Andalucía;2017;Hombres;TOTAL;Inmigraciones;146815;
Andalucía;2017;Mujeres;Menores de 16 años;Inmigraciones;26174;
Andalucía;2017;Mujeres;De 16 a 39 años;Inmigraciones;69094;
Andalucía;2017;Mujeres;De 40 a 64 años;Inmigraciones;37091;
Andalucía;2017;Mujeres;De 65 y más años;Inmigraciones;12029;
Andalucía;2017;Mujeres;TOTAL;Inmigraciones;144388;
Andalucía;2017;Ambos sexos;Menores de 16 años;Inmigraciones;54275;
Andalucía;2017;Ambos sexos;De 16 a 39 años;Inmigraciones;136172;
Andalucía;2017;Ambos sexos;De 40 a 64 años;Inmigraciones;78204;
Andalucía;2017;Ambos sexos;De 65 y más años;Inmigraciones;22552;
Andalucía;2017;Ambos sexos;TOTAL;Inmigraciones;291203;
Andalucía;2018;Hombres;Menores de 16 años;Inmigraciones;29662;
Andalucía;2018;Hombres;De 16 a 39 años;Inmigraciones;76634;
Andalucía;2018;Hombres;De 40 a 64 años;Inmigraciones;47032;
Andalucía;2018;Hombres;De 65 y más años;Inmigraciones;12313;
Andalucía;2018;Hombres;TOTAL;Inmigraciones;165641;
Andalucía;2018;Mujeres;Menores de 16 años;Inmigraciones;27963;
Andalucía;2018;Mujeres;De 16 a 39 años;Inmigraciones;76359;
Andalucía;2018;Mujeres;De 40 a 64 años;Inmigraciones;42372;
Andalucía;2018;Mujeres;De 65 y más años;Inmigraciones;13980;
Andalucía;2018;Mujeres;TOTAL;Inmigraciones;160674;
Andalucía;2018;Ambos sexos;Menores de 16 años;Inmigraciones;57625;
Andalucía;2018;Ambos sexos;De 16 a 39 años;Inmigraciones;152993;
Andalucía;2018;Ambos sexos;De 40 a 64 años;Inmigraciones;89404;
Andalucía;2018;Ambos sexos;De 65 y más años;Inmigraciones;26293;
Andalucía;2018;Ambos sexos;TOTAL;Inmigraciones;326315;
Almería;2016;Hombres;Menores de 16 años;Inmigraciones;3231;
Almería;2016;Hombres;De 16 a 39 años;Inmigraciones;9905;
Almería;2016;Hombres;De 40 a 64 años;Inmigraciones;5032;
Almería;2016;Hombres;De 65 y más años;Inmigraciones;1240;
Almería;2016;Hombres;TOTAL;Inmigraciones;19408;
Almería;2016;Mujeres;Menores de 16 años;Inmigraciones;2927;
Almería;2016;Mujeres;De 16 a 39 años;Inmigraciones;7655;
Almería;2016;Mujeres;De 40 a 64 años;Inmigraciones;3844;
Almería;2016;Mujeres;De 65 y más años;Inmigraciones;1283;
Almería;2016;Mujeres;TOTAL;Inmigraciones;15709;
Almería;2016;Ambos sexos;Menores de 16 años;Inmigraciones;6158;
Almería;2016;Ambos sexos;De 16 a 39 años;Inmigraciones;17560;
Almería;2016;Ambos sexos;De 40 a 64 años;Inmigraciones;8876;
Almería;2016;Ambos sexos;De 65 y más años;Inmigraciones;2523;
Almería;2016;Ambos sexos;TOTAL;Inmigraciones;35117;
Almería;2017;Hombres;Menores de 16 años;Inmigraciones;3384;
Almería;2017;Hombres;De 16 a 39 años;Inmigraciones;10569;
Almería;2017;Hombres;De 40 a 64 años;Inmigraciones;5255;
Almería;2017;Hombres;De 65 y más años;Inmigraciones;1333;
Almería;2017;Hombres;TOTAL;Inmigraciones;20541;
Almería;2017;Mujeres;Menores de 16 años;Inmigraciones;2924;
Almería;2017;Mujeres;De 16 a 39 años;Inmigraciones;7672;
Almería;2017;Mujeres;De 40 a 64 años;Inmigraciones;4054;
Almería;2017;Mujeres;De 65 y más años;Inmigraciones;1362;
Almería;2017;Mujeres;TOTAL;Inmigraciones;16012;
