Lugar de residencia;Anual;Edad;Medida;Valor;
Granada;1996;Índice de dependencia global;Población municipal;53,44474584335279;
Granada;1996;Índice de dependencia jóvenes;Población municipal;31,417235128510036;
Granada;1996;Índice de dependencia mayores;Población municipal;22,02751071484276;
Granada;1998;Índice de dependencia global;Población municipal;52,83362939793735;
Granada;1998;Índice de dependencia jóvenes;Población municipal;29,164020848708;
Granada;1998;Índice de dependencia mayores;Población municipal;23,669608549229356;
Granada;1999;Índice de dependencia global;Población municipal;52,972314935965535;
Granada;1999;Índice de dependencia jóvenes;Población municipal;28,476917595506517;
Granada;1999;Índice de dependencia mayores;Población municipal;24,495397340459018;
Granada;2000;Índice de dependencia global;Población municipal;51,601634376602654;
Granada;2000;Índice de dependencia jóvenes;Población municipal;26,833873800745284;
Granada;2000;Índice de dependencia mayores;Población municipal;24,76776057585737;
Granada;2001;Índice de dependencia global;Población municipal;51,21525661060746;
Granada;2001;Índice de dependencia jóvenes;Población municipal;25,980757857624514;
Granada;2001;Índice de dependencia mayores;Población municipal;25,234498752982947;
Granada;2002;Índice de dependencia global;Población municipal;50,65515808908378;
Granada;2002;Índice de dependencia jóvenes;Población municipal;25,366074313408728;
Granada;2002;Índice de dependencia mayores;Población municipal;25,289083775675053;
Granada;2003;Índice de dependencia global;Población municipal;50,3541399238522;
Granada;2003;Índice de dependencia jóvenes;Población municipal;25,17525432530035;
Granada;2003;Índice de dependencia mayores;Población municipal;25,178885598551847;
Granada;2004;Índice de dependencia global;Población municipal;49,96650334075724;
Granada;2004;Índice de dependencia jóvenes;Población municipal;25,065657015590197;
Granada;2004;Índice de dependencia mayores;Población municipal;24,900846325167038;
Granada;2005;Índice de dependencia global;Población municipal;49,163132069194944;
Granada;2005;Índice de dependencia jóvenes;Población municipal;24,90522427367487;
Granada;2005;Índice de dependencia mayores;Población municipal;24,25790779552007;
Granada;2006;Índice de dependencia global;Población municipal;49,1864575316529;
Granada;2006;Índice de dependencia jóvenes;Población municipal;24,853058361200596;
Granada;2006;Índice de dependencia mayores;Población municipal;24,333399170452303;
Granada;2007;Índice de dependencia global;Población municipal;48,70753311063341;
Granada;2007;Índice de dependencia jóvenes;Población municipal;24,67511715293967;
Granada;2007;Índice de dependencia mayores;Población municipal;24,032415957693747;
Granada;2008;Índice de dependencia global;Población municipal;48,14534754699302;
Granada;2008;Índice de dependencia jóvenes;Población municipal;24,488480853477114;
Granada;2008;Índice de dependencia mayores;Población municipal;23,65686669351591;
Granada;2009;Índice de dependencia global;Población municipal;48,28054453916633;
Granada;2009;Índice de dependencia jóvenes;Población municipal;24,404257092294195;
Granada;2009;Índice de dependencia mayores;Población municipal;23,876287446872134;
Agrón;1996;Índice de dependencia global;Población municipal;41,62053263290956;
Agrón;1996;Índice de dependencia jóvenes;Población municipal;21,46674439007935;
Agrón;1996;Índice de dependencia mayores;Población municipal;20,15378824283021;
Agrón;1998;Índice de dependencia global;Población municipal;44,5578231292517;
Agrón;1998;Índice de dependencia jóvenes;Población municipal;20,408163265306122;
Agrón;1998;Índice de dependencia mayores;Población municipal;24,149659863945576;
Agrón;1999;Índice de dependencia global;Población municipal;45,55352389331989;
Agrón;1999;Índice de dependencia jóvenes;Población municipal;17,936835086500427;
Agrón;1999;Índice de dependencia mayores;Población municipal;27,61668880681946;
Agrón;2000;Índice de dependencia global;Población municipal;46,81647940074906;
Agrón;2000;Índice de dependencia jóvenes;Población municipal;15,355805243445692;
Agrón;2000;Índice de dependencia mayores;Población municipal;31,46067415730337;
Agrón;2001;Índice de dependencia global;Población municipal;52;
Agrón;2001;Índice de dependencia jóvenes;Población municipal;15,6;
Agrón;2001;Índice de dependencia mayores;Población municipal;36,4;
Agrón;2002;Índice de dependencia global;Población municipal;57,333333333333336;
Agrón;2002;Índice de dependencia jóvenes;Población municipal;15,555555555555555;
Agrón;2002;Índice de dependencia mayores;Población municipal;41,77777777777778;
Agrón;2003;Índice de dependencia global;Población municipal;58,525345622119815;
Agrón;2003;Índice de dependencia jóvenes;Población municipal;15,207373271889402;
Agrón;2003;Índice de dependencia mayores;Población municipal;43,31797235023041;
Agrón;2004;Índice de dependencia global;Población municipal;54,589371980676326;
Agrón;2004;Índice de dependencia jóvenes;Población municipal;10,628019323671497;
Agrón;2004;Índice de dependencia mayores;Población municipal;43,96135265700483;
Agrón;2005;Índice de dependencia global;Población municipal;62,70270270270271;
Agrón;2005;Índice de dependencia jóvenes;Población municipal;11,351351351351353;
Agrón;2005;Índice de dependencia mayores;Población municipal;51,35135135135135;
Agrón;2006;Índice de dependencia global;Población municipal;66,47058823529412;
Agrón;2006;Índice de dependencia jóvenes;Población municipal;11,176470588235295;
Agrón;2006;Índice de dependencia mayores;Población municipal;55,294117647058826;
Agrón;2007;Índice de dependencia global;Población municipal;62,60869565217392;
Agrón;2007;Índice de dependencia jóvenes;Población municipal;16,52173913043478;
Agrón;2007;Índice de dependencia mayores;Población municipal;46,08695652173913;
Agrón;2008;Índice de dependencia global;Población municipal;62,12765957446808;
Agrón;2008;Índice de dependencia jóvenes;Población municipal;16,595744680851062;
Agrón;2008;Índice de dependencia mayores;Población municipal;45,53191489361702;
Agrón;2009;Índice de dependencia global;Población municipal;66,51162790697674;
Agrón;2009;Índice de dependencia jóvenes;Población municipal;18,6046511627907;
Agrón;2009;Índice de dependencia mayores;Población municipal;47,906976744186046;
Alamedilla;1996;Índice de dependencia global;Población municipal;51,88536953242836;
Alamedilla;1996;Índice de dependencia jóvenes;Población municipal;29,260935143288087;
Alamedilla;1996;Índice de dependencia mayores;Población municipal;22,624434389140273;
Alamedilla;1998;Índice de dependencia global;Población municipal;50,55292259083728;
Alamedilla;1998;Índice de dependencia jóvenes;Población municipal;24,960505529225905;
Alamedilla;1998;Índice de dependencia mayores;Población municipal;25,59241706161137;
