Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Andalucía;2004;Hombres;Menores de 16 años;Inmigraciones;27946;
Andalucía;2004;Hombres;De 16 a 39 años;Inmigraciones;98003;
Andalucía;2004;Hombres;De 40 a 64 años;Inmigraciones;35115;
Andalucía;2004;Hombres;De 65 y más años;Inmigraciones;7902;
Andalucía;2004;Hombres;TOTAL;Inmigraciones;168966;
Andalucía;2004;Mujeres;Menores de 16 años;Inmigraciones;26781;
Andalucía;2004;Mujeres;De 16 a 39 años;Inmigraciones;83666;
Andalucía;2004;Mujeres;De 40 a 64 años;Inmigraciones;30303;
Andalucía;2004;Mujeres;De 65 y más años;Inmigraciones;9297;
Andalucía;2004;Mujeres;TOTAL;Inmigraciones;150047;
Andalucía;2004;Ambos sexos;Menores de 16 años;Inmigraciones;54727;
Andalucía;2004;Ambos sexos;De 16 a 39 años;Inmigraciones;181669;
Andalucía;2004;Ambos sexos;De 40 a 64 años;Inmigraciones;65418;
Andalucía;2004;Ambos sexos;De 65 y más años;Inmigraciones;17199;
Andalucía;2004;Ambos sexos;TOTAL;Inmigraciones;319013;
Andalucía;2005;Hombres;Menores de 16 años;Inmigraciones;28950;
Andalucía;2005;Hombres;De 16 a 39 años;Inmigraciones;98846;
Andalucía;2005;Hombres;De 40 a 64 años;Inmigraciones;35669;
Andalucía;2005;Hombres;De 65 y más años;Inmigraciones;7728;
Andalucía;2005;Hombres;TOTAL;Inmigraciones;171193;
Andalucía;2005;Mujeres;Menores de 16 años;Inmigraciones;27078;
Andalucía;2005;Mujeres;De 16 a 39 años;Inmigraciones;84681;
Andalucía;2005;Mujeres;De 40 a 64 años;Inmigraciones;30241;
Andalucía;2005;Mujeres;De 65 y más años;Inmigraciones;9049;
Andalucía;2005;Mujeres;TOTAL;Inmigraciones;151049;
Andalucía;2005;Ambos sexos;Menores de 16 años;Inmigraciones;56028;
Andalucía;2005;Ambos sexos;De 16 a 39 años;Inmigraciones;183527;
Andalucía;2005;Ambos sexos;De 40 a 64 años;Inmigraciones;65910;
Andalucía;2005;Ambos sexos;De 65 y más años;Inmigraciones;16777;
