Lugar de destino;Anual;Sexo;Edad;Medida;Valor;
Andalucía;1992;Hombres;Menores de 16 años;Inmigraciones;11271;
Andalucía;1992;Hombres;De 16 a 39 años;Inmigraciones;25883;
Andalucía;1992;Hombres;De 40 a 64 años;Inmigraciones;7898;
Andalucía;1992;Hombres;De 65 y más años;Inmigraciones;1960;
Andalucía;1992;Hombres;TOTAL;Inmigraciones;47012;
Andalucía;1992;Mujeres;Menores de 16 años;Inmigraciones;10875;
Andalucía;1992;Mujeres;De 16 a 39 años;Inmigraciones;26861;
Andalucía;1992;Mujeres;De 40 a 64 años;Inmigraciones;7190;
Andalucía;1992;Mujeres;De 65 y más años;Inmigraciones;2477;
Andalucía;1992;Mujeres;TOTAL;Inmigraciones;47403;
Andalucía;1992;Ambos sexos;Menores de 16 años;Inmigraciones;22146;
Andalucía;1992;Ambos sexos;De 16 a 39 años;Inmigraciones;52744;
Andalucía;1992;Ambos sexos;De 40 a 64 años;Inmigraciones;15088;
Andalucía;1992;Ambos sexos;De 65 y más años;Inmigraciones;4437;
Andalucía;1992;Ambos sexos;TOTAL;Inmigraciones;94415;
Andalucía;1993;Hombres;Menores de 16 años;Inmigraciones;12401;
Andalucía;1993;Hombres;De 16 a 39 años;Inmigraciones;29967;
Andalucía;1993;Hombres;De 40 a 64 años;Inmigraciones;9103;
Andalucía;1993;Hombres;De 65 y más años;Inmigraciones;2422;
Andalucía;1993;Hombres;TOTAL;Inmigraciones;53893;
Andalucía;1993;Mujeres;Menores de 16 años;Inmigraciones;11778;
Andalucía;1993;Mujeres;De 16 a 39 años;Inmigraciones;31531;
Andalucía;1993;Mujeres;De 40 a 64 años;Inmigraciones;8428;
Andalucía;1993;Mujeres;De 65 y más años;Inmigraciones;3002;
Andalucía;1993;Mujeres;TOTAL;Inmigraciones;54739;
Andalucía;1993;Ambos sexos;Menores de 16 años;Inmigraciones;24179;
Andalucía;1993;Ambos sexos;De 16 a 39 años;Inmigraciones;61498;
Andalucía;1993;Ambos sexos;De 40 a 64 años;Inmigraciones;17531;
Andalucía;1993;Ambos sexos;De 65 y más años;Inmigraciones;5424;
Andalucía;1993;Ambos sexos;TOTAL;Inmigraciones;108632;
Andalucía;1994;Hombres;Menores de 16 años;Inmigraciones;12686;
Andalucía;1994;Hombres;De 16 a 39 años;Inmigraciones;31439;
Andalucía;1994;Hombres;De 40 a 64 años;Inmigraciones;10969;
Andalucía;1994;Hombres;De 65 y más años;Inmigraciones;2859;
Andalucía;1994;Hombres;TOTAL;Inmigraciones;57953;
Andalucía;1994;Mujeres;Menores de 16 años;Inmigraciones;12048;
Andalucía;1994;Mujeres;De 16 a 39 años;Inmigraciones;33202;
Andalucía;1994;Mujeres;De 40 a 64 años;Inmigraciones;9920;
Andalucía;1994;Mujeres;De 65 y más años;Inmigraciones;3511;
Andalucía;1994;Mujeres;TOTAL;Inmigraciones;58681;
Andalucía;1994;Ambos sexos;Menores de 16 años;Inmigraciones;24734;
Andalucía;1994;Ambos sexos;De 16 a 39 años;Inmigraciones;64641;
Andalucía;1994;Ambos sexos;De 40 a 64 años;Inmigraciones;20889;
Andalucía;1994;Ambos sexos;De 65 y más años;Inmigraciones;6370;
Andalucía;1994;Ambos sexos;TOTAL;Inmigraciones;116634;
Almería;1992;Hombres;Menores de 16 años;Inmigraciones;1208;
Almería;1992;Hombres;De 16 a 39 años;Inmigraciones;2518;
Almería;1992;Hombres;De 40 a 64 años;Inmigraciones;742;
Almería;1992;Hombres;De 65 y más años;Inmigraciones;217;
Almería;1992;Hombres;TOTAL;Inmigraciones;4685;
Almería;1992;Mujeres;Menores de 16 años;Inmigraciones;1134;
Almería;1992;Mujeres;De 16 a 39 años;Inmigraciones;2618;
Almería;1992;Mujeres;De 40 a 64 años;Inmigraciones;659;
Almería;1992;Mujeres;De 65 y más años;Inmigraciones;259;
Almería;1992;Mujeres;TOTAL;Inmigraciones;4670;
Almería;1992;Ambos sexos;Menores de 16 años;Inmigraciones;2342;
Almería;1992;Ambos sexos;De 16 a 39 años;Inmigraciones;5136;
Almería;1992;Ambos sexos;De 40 a 64 años;Inmigraciones;1401;
Almería;1992;Ambos sexos;De 65 y más años;Inmigraciones;476;
Almería;1992;Ambos sexos;TOTAL;Inmigraciones;9355;
Almería;1993;Hombres;Menores de 16 años;Inmigraciones;1366;
Almería;1993;Hombres;De 16 a 39 años;Inmigraciones;3131;
Almería;1993;Hombres;De 40 a 64 años;Inmigraciones;910;
Almería;1993;Hombres;De 65 y más años;Inmigraciones;248;
Almería;1993;Hombres;TOTAL;Inmigraciones;5655;
Almería;1993;Mujeres;Menores de 16 años;Inmigraciones;1309;
Almería;1993;Mujeres;De 16 a 39 años;Inmigraciones;3316;
Almería;1993;Mujeres;De 40 a 64 años;Inmigraciones;798;
Almería;1993;Mujeres;De 65 y más años;Inmigraciones;275;
Almería;1993;Mujeres;TOTAL;Inmigraciones;5698;
Almería;1993;Ambos sexos;Menores de 16 años;Inmigraciones;2675;
Almería;1993;Ambos sexos;De 16 a 39 años;Inmigraciones;6447;
Almería;1993;Ambos sexos;De 40 a 64 años;Inmigraciones;1708;
Almería;1993;Ambos sexos;De 65 y más años;Inmigraciones;523;
Almería;1993;Ambos sexos;TOTAL;Inmigraciones;11353;
Almería;1994;Hombres;Menores de 16 años;Inmigraciones;1362;
Almería;1994;Hombres;De 16 a 39 años;Inmigraciones;3234;
Almería;1994;Hombres;De 40 a 64 años;Inmigraciones;1031;
Almería;1994;Hombres;De 65 y más años;Inmigraciones;287;
Almería;1994;Hombres;TOTAL;Inmigraciones;5914;
Almería;1994;Mujeres;Menores de 16 años;Inmigraciones;1299;
Almería;1994;Mujeres;De 16 a 39 años;Inmigraciones;3412;
Almería;1994;Mujeres;De 40 a 64 años;Inmigraciones;928;
Almería;1994;Mujeres;De 65 y más años;Inmigraciones;335;
Almería;1994;Mujeres;TOTAL;Inmigraciones;5974;
Almería;1994;Ambos sexos;Menores de 16 años;Inmigraciones;2661;
Almería;1994;Ambos sexos;De 16 a 39 años;Inmigraciones;6646;
Almería;1994;Ambos sexos;De 40 a 64 años;Inmigraciones;1959;
Almería;1994;Ambos sexos;De 65 y más años;Inmigraciones;622;
Almería;1994;Ambos sexos;TOTAL;Inmigraciones;11888;
Abla;1992;Hombres;Menores de 16 años;Inmigraciones;3;
Abla;1992;Hombres;De 16 a 39 años;Inmigraciones;9;
Abla;1992;Hombres;De 40 a 64 años;Inmigraciones;1;
Abla;1992;Hombres;De 65 y más años;Inmigraciones;2;
Abla;1992;Hombres;TOTAL;Inmigraciones;15;
Abla;1992;Mujeres;Menores de 16 años;Inmigraciones;3;
Abla;1992;Mujeres;De 16 a 39 años;Inmigraciones;9;
Abla;1992;Mujeres;De 40 a 64 años;Inmigraciones;1;
Abla;1992;Mujeres;De 65 y más años;Inmigraciones;2;
Abla;1992;Mujeres;TOTAL;Inmigraciones;15;
Abla;1992;Ambos sexos;Menores de 16 años;Inmigraciones;6;
Abla;1992;Ambos sexos;De 16 a 39 años;Inmigraciones;18;
Abla;1992;Ambos sexos;De 40 a 64 años;Inmigraciones;2;
Abla;1992;Ambos sexos;De 65 y más años;Inmigraciones;4;
Abla;1992;Ambos sexos;TOTAL;Inmigraciones;30;
Abla;1993;Hombres;Menores de 16 años;Inmigraciones;2;
Abla;1993;Hombres;De 16 a 39 años;Inmigraciones;6;
Abla;1993;Hombres;De 40 a 64 años;Inmigraciones;4;
Abla;1993;Hombres;De 65 y más años;Inmigraciones;1;
Abla;1993;Hombres;TOTAL;Inmigraciones;13;
Abla;1993;Mujeres;Menores de 16 años;Inmigraciones;3;
Abla;1993;Mujeres;De 16 a 39 años;Inmigraciones;12;
Abla;1993;Mujeres;De 40 a 64 años;Inmigraciones;2;
Abla;1993;Mujeres;De 65 y más años;Inmigraciones;1;
Abla;1993;Mujeres;TOTAL;Inmigraciones;18;
Abla;1993;Ambos sexos;Menores de 16 años;Inmigraciones;5;
Abla;1993;Ambos sexos;De 16 a 39 años;Inmigraciones;18;
Abla;1993;Ambos sexos;De 40 a 64 años;Inmigraciones;6;
Abla;1993;Ambos sexos;De 65 y más años;Inmigraciones;2;
Abla;1993;Ambos sexos;TOTAL;Inmigraciones;31;
Abla;1994;Hombres;Menores de 16 años;Inmigraciones;-;
Abla;1994;Hombres;De 16 a 39 años;Inmigraciones;14;
Abla;1994;Hombres;De 40 a 64 años;Inmigraciones;5;
Abla;1994;Hombres;De 65 y más años;Inmigraciones;-;
Abla;1994;Hombres;TOTAL;Inmigraciones;19;
Abla;1994;Mujeres;Menores de 16 años;Inmigraciones;-;
Abla;1994;Mujeres;De 16 a 39 años;Inmigraciones;9;
Abla;1994;Mujeres;De 40 a 64 años;Inmigraciones;7;
Abla;1994;Mujeres;De 65 y más años;Inmigraciones;-;
Abla;1994;Mujeres;TOTAL;Inmigraciones;16;
Abla;1994;Ambos sexos;Menores de 16 años;Inmigraciones;-;
Abla;1994;Ambos sexos;De 16 a 39 años;Inmigraciones;23;
Abla;1994;Ambos sexos;De 40 a 64 años;Inmigraciones;12;
Abla;1994;Ambos sexos;De 65 y más años;Inmigraciones;-;
Abla;1994;Ambos sexos;TOTAL;Inmigraciones;35;
Abrucena;1992;Hombres;Menores de 16 años;Inmigraciones;2;
