Lugar de residencia;Anual;Edad;Medida;Valor;
Sevilla;1996;Índice de dependencia global;Población municipal;49,42548550955175;
Sevilla;1996;Índice de dependencia jóvenes;Población municipal;31,03027214280712;
Sevilla;1996;Índice de dependencia mayores;Población municipal;18,39521336674463;
Sevilla;1998;Índice de dependencia global;Población municipal;48,02921079684039;
Sevilla;1998;Índice de dependencia jóvenes;Población municipal;28,956344197709626;
Sevilla;1998;Índice de dependencia mayores;Población municipal;19,072866599130755;
Sevilla;1999;Índice de dependencia global;Población municipal;47,81418358499366;
Sevilla;1999;Índice de dependencia jóvenes;Población municipal;28,17172970379427;
Sevilla;1999;Índice de dependencia mayores;Población municipal;19,642453881199394;
Sevilla;2000;Índice de dependencia global;Población municipal;48,85011689323037;
Sevilla;2000;Índice de dependencia jóvenes;Población municipal;30,204868559521923;
Sevilla;2000;Índice de dependencia mayores;Población municipal;18,645248333708448;
Sevilla;2001;Índice de dependencia global;Población municipal;47,32483143526251;
Sevilla;2001;Índice de dependencia jóvenes;Población municipal;27,213449179899296;
Sevilla;2001;Índice de dependencia mayores;Población municipal;20,111382255363218;
Sevilla;2002;Índice de dependencia global;Población municipal;47,11326848388983;
Sevilla;2002;Índice de dependencia jóvenes;Población municipal;26,781303351688475;
Sevilla;2002;Índice de dependencia mayores;Población municipal;20,331965132201354;
Sevilla;2003;Índice de dependencia global;Población municipal;46,843848347899424;
Sevilla;2003;Índice de dependencia jóvenes;Población municipal;26,59331318707114;
Sevilla;2003;Índice de dependencia mayores;Población municipal;20,250535160828285;
Sevilla;2004;Índice de dependencia global;Población municipal;46,44396930299364;
Sevilla;2004;Índice de dependencia jóvenes;Población municipal;26,286824029811356;
Sevilla;2004;Índice de dependencia mayores;Población municipal;20,157145273182277;
Sevilla;2005;Índice de dependencia global;Población municipal;46,25648269989937;
Sevilla;2005;Índice de dependencia jóvenes;Población municipal;26,1605967954176;
Sevilla;2005;Índice de dependencia mayores;Población municipal;20,095885904481772;
Sevilla;2006;Índice de dependencia global;Población municipal;46,36612488215429;
Sevilla;2006;Índice de dependencia jóvenes;Población municipal;26,082864476238637;
Sevilla;2006;Índice de dependencia mayores;Población municipal;20,283260405915655;
Sevilla;2007;Índice de dependencia global;Población municipal;46,22244889083929;
